vehicle,generation,ecu,role,diag_addr,did,service,service_type,job_arg,description_en,description_de,n_result_fields,n_arg_fields,single_result_type,single_result_unit,sources,only_in_2012_sgbd
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xE5FA,22,read,KAPAZITAETSTEST_ASYMMETRIE_POTENTIAL,"Return of sizes for the asymmetry potential of the memory that were determined as part of a capacity determination (offboard capacity test). The cell and module index of the cell that potentially has the lowest capacity, as well as the additional capacity range of this cell (in percent), which can potentially be made usable by balancing the memory, are output.","Rückgabe von Größen zum Asymmetrie-Potenzial des Speichers, die im Rahmen einer Kapazitätsbestimmung (Offboard Kapatest) ermittelt wurden. Ausgegeben werden Zell- und Modul-Index der Zelle, die potenziell die geringste Kapazität besitzt, sowie der zusätzliche Kapazitätsbereich dieser Zelle (in Prozent), der potenziell durch eine Symmetrierung des Speichers nutzbar gemacht werden kann.",3,0,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xF190,22;2E,read/write,VIN,Chassis number,Fahrgestellnummer,1,1,string[17],TEXT,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xF500,31,routine,_HEIZUNG,switch on the heating,Heizung einschalten,1,1,unsigned char,0-n,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xAD77,31,routine,ALTERUNG_KAPAZITAET_MODUL_LESEN,"Read the aging of module x, based on the capacity ratio (capacity ratio = (C_current / C_nominal(new)) * 100; 100% = new condition, decreases with aging)","Auslesen der Alterung des Modul x, bezogen auf Kapazitätsquotient (Kapazitätsquotient  = (C_akt /C_nenn(neu)) *100   (100% = Neuzustand, sinkt mit Alterung)",1,1,unsigned char,%,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xAD78,31,routine,ALTERUNG_INNENWIEDERSTAND_MODUL_LESEN,"Read the aging of module x, based on the internal resistance ratio (ratio = (R_new / R_current) * 100; 100% = new condition, decreases with aging)","Auslesen der Alterung des Modul x, bezogen auf Innewiederstandsquote (Quote = (R_neu /R_akt) *100   (100% = Neuzustand, sinkt mit Alterung))",1,1,unsigned char,%,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xAD79,31,routine,ZELLPACK_SOH_LESEN,"Reading out the aging status (e.g. defect, etc.) of module x",Auslesen des Alterungsstatus (z.B Defekt usw.) des Modul x,1,1,unsigned char,0-n,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD6F,22;2E,read/write,KUEHLKREISLAUF_VENTIL,Status / control coolant valve: Closed or open / close or open,Status / Steuern Kühlmittel-Ventil: Geschlossen oder offen / schliessen oder öffnen,1,1,unsigned char,0-n,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC1,2E,write,CSC_IDS,Hardware IDs of the individual CSCs (Cell Supervisory Circuit),Hardware IDs der einzelnen CSCs (Cell Supervisory Circuit),0,1,,,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDF61,2E,write,SOC_GRENZE_OBEN,Opening/resetting the upper SOC limit,Öffnen/Rücksetzen der oberen SOC Grenze,0,2,,,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDF82,2E,write,RESET_SBOX,Input for resetting the S-BOX parameters,Eingabe zum Zurücksetzen der S-BOX Parameter,0,1,,,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xF190,22,read,VIN,"17-digit vehicle identification number, 00000000000000000 if no VIN is present (virgin ECU). Note: the result value 00000000000000000 is returned if the CAS returns 0xFF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF in the response telegram.","17-Stellige Fahrgestellnummer 00000000000000000 wenn keine Fahrgestellnummer vorhanden (jungfräuliches Steuergerät). Hinweis: Der Resultwert 00000000000000000 wird zurückgeliefert, falls das CAS 0xFF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF im Antworttelegramm liefert.",1,0,string[17],,sme_i1.prg rev 0.911 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x1060,31,routine,FS_LOESCHEN_PERMANENT,Job to delete the permanent DTCs,Job zum Löschen der Permanent-DTCs,0,0,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x1061,31,routine,FEHLERSPEICHER_ENDE_WERKSABLAUF,Deletion of individual errors and permanent DTCs prevented,Löschen von Einzelfehlern und Permanent-DTCs unterbindet,1,0,unsigned char,0/1,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x4009,22,read,AKS_DIAG_STATUS_INFO,Query of AE status bits for diagnosis and assignment of AKSs,Abfrage von AE-Statusbits zur Diagnose und Zuordnung von AKSen,16,0,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x400C,2E,write,AE_SN_SETZEN,serial number,Seriennummer,0,4,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x400D,2E,write,AE_HWCAL_SETZEN,Set hardware calibration data of the AE The serial number cannot be set (own job _steuern_sn_etzen) !!!,Hardware Kalibrierungsdaten der AE setzen Es kann nicht die Seriennummer gesetz werden (eigener Job _steuern_sn_setzen)!!!,0,6,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x400E,2E,write,AE_HWCAL_FLASHEN,Writes the HWCALs of a certain block into the flash,Schreibt die HWCALs eines bestimmten Blocks ins Flash,0,2,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0x400F,2E,write,AE_HWCAL_MODE,Bring the SG into HWCAL Flash mode,SG in den HWCAL Flash-Mode bringen,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADC0,31,routine,STEUERN_START_LADEN,Request charging start,Ladestart anfordern,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADC1,31,routine,STEUERN_STOP_LADEN,Request charging stop,Ladestop anfordern,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADC4,31,routine,REX_ON_OFF,Switching on / off the range extender combustion engine,Ein-/Ausschalten des Range Extender Verbrennungsmotor,0,2,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADEB,31,routine,LAST_HISTOGRAMM_EMASCHINE,Read out histogram with speed-torque ranges of the electrical machine,Auslesen Histogramm mit Drehzahl-Drehmoment Bereiche der elektrische Maschine,12,1,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF1,31,routine,EME_DCDC_WANDLER,Control or read the status of the DC / DC converter,Steuern oder Auslesen des Status vom DC/DC-Wandler,2,6,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF2,31,routine,EME_HV_SYSTEM_ON_OFF,Run the HV system up / down,HV-System hoch-/runterfahren,1,1,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF4,31,routine,EME_AKS_EMK,Command the electric machine in the AKS: 0 - Control on EME-SW; 1 - AKS E-machine requested,E-Maschine in den AKS kommandieren: 0 - Kontrolle an EME-SW; 1 - AKS E-Maschine angefordert,1,1,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF6,31,routine,AE_ROTORLAGESENSOR_ANLERNEN,Teaching in the rotor position sensor (TA-EOL STEUERN),Anlernen Rotorlagesensor (TA-EOL STEUERN),5,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF8,31,routine,AE_KLASSIERUNG,Reading out the speed / torque classification data,Auslesen der  Drehzahl/Drehmoment-Klassierungsdaten,64,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADF9,31,routine,AE_DCDC_HISTOGRAMM,Reading the requested histogram of the DCDC converter,Lesen des angeforderten Histogramm des DCDC-Wandlers,10,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADFC,31,routine,LADEHISTORIE_SATZ_LESEN,Reads out the records of the loading history.,Liest die Sätze der Ladehistorie aus.,29,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xADFE,31,routine,KLASSIERUNG_ZUG_SCHUB,Read out the current data of the pull / push LW classification,Aktuelle Daten der Klassierung Zug/Schub-LW auslesen,6,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xAF42,31,routine,LADEGERAET_HISTOGRAMM_LESEN,Read out the histograms of the charger,Histogramme des Ladegeräts auslesen,6,1,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDDF6,22,read,EME_DCDC_LV,Voltage / current DCDC (12V vehicle electrical system) at the B + bolt,Spannung / Strom DCDC (12V Bordnetz) am B+ Bolzen,2,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE00,22,read,EME_HVPM_DCDC_ANSTEUERUNG,Return values from the HVPM for DCDC control,Rückgabewerte vom HVPM für DCDC Ansteuerung,16,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE02,22,read,EME_HVPM_HV_SYSTEM_ON_OFF,High-voltage system on / off (HVPM 2013),Hochvoltsystem An / Aus (HVPM 2013),7,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE04,22,read,EME_HVPM_ENERGIEBORDNETZ_2,Number of times the vehicle was ready to drive in the SOC area,Anzahl der Herstellung von Fahrbereitschaft im SOC Bereich,14,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE06,22,read,EME_HVPM_PKOR,HVPM performance coordinator,HVPM Leistungskoordinator,59,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE08,2E,write,EME_HVPM_INFOSPEICHER_PKOR_LOESCHEN,All information memories of the diagnostic job STATUS_HVPM_PKOR are set to zero.,Alle Infospeicher des Diagnosejobs STATUS_HVPM_PKOR werden auf Null gesetzt.,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE09,2E,write,EME_HVPM_INFOSPEICHER_STRZLR_LOESCHEN,Deleting the information memory: HVPM_DCDC_ALS,Löschen des Infospeichers:  HVPM_DCDC_ALS,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE0A,2E,write,EME_HVPM_INFOSPEICHER_SPMON_LOESCHEN,Deleting the information memory HVPMP (SPMON),Löschen des Infospeichers HVPMP (SPMON),0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE0C,22,read,EME_HVIL_GESAMT,"Reading out the HVIL status in the EME; if HVIL is interrupted, then not ok","Auslesen des HVIL-Zustandes in der EME; falls HVIL unterbrochen, dann n.i.O.",1,0,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE0E,22,read,EME_ANSTEUERUNG_ELUP,Current switching status ELUP (0 - off; 1 - on),Aktueller Schaltzustand ELUP (0 - Aus; 1 - Ein),1,0,unsigned char,0/1,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE19,2E;22,read/write,EME_ELUP,"Number of brake actuations, running time and starts of the ELUP","Anzahl der Bremsbetätigungen, Laufzeit und Anläufe der ELUP",3,3,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE1C,22,read,EME_HVPM_DCDC_ALS,HVPM DCDC ALS,HVPM DCDC ALS,4,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE2D,22,read,AE_CPLD_VERSION,CPLD version,CPLD-Version,1,0,unsigned char,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE39,22,read,AE_SYSTEMLEISTUNG_INV_EM,Evaluation of the system performance of the INV & EM network.,Bewertung der Systemleistung des Verbundes INV&EM.,29,0,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE3E,2E;22,read/write,EME_HVPM_KONFIGURATION_LADEEINSTELLUNG,Configuration loading or low-cost loading as a valid interface,Konfuguration Laden oder Günstig-Laden als gültige Schnittstelle,1,1,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE69,22;2E,read/write,AE_PARKSPERRE_VARIANTE,Parking lock variant,Variante Parksperre,1,1,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE6E,22,read,AE_LSC_LADEN_2,Last State Call Load (Extended) Feedback on the charging process,Last State Call Laden (Erweitert) Rückmeldung zum Ladeverfahren,41,0,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE71,22,read,AE_CHARGE_ENABLE,Statement about the granting of loading clearance,Aussage über die Erteilung der Ladefreigabe,1,0,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE74,22,read,AE_PARKSPERRE_SENSOREN,Parking lock status sensors,Status Sensoren der Parksperre,2,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE75,22,read,AE_HV_SPANNUNG_LESEN,Values of all intermediate circuit voltages,Werte aller Zwischenkreisspannungen,5,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE76,22,read,AE_PARKSPERRE_SW,Parking lock software status,Status Parksperren Software,1,0,unsigned char,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE77,2E,write,AE_PARKSPERRE,Parking lock status / parking lock engaged,Zustand Parksperre / Einlegen Parksperre,0,1,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE78,2E;22,read/write,AE_PARKSPERRE_EINLERNEN,Parking lock / teaching in parking lock,Parksperre / Einlernen Parksperre,3,1,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE79,22,read,AE_PARKSPERRE_POSITION,Current position of the parking lock,Aktuelle Position der Parksperre,1,0,unsigned int,0-n,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7A,2E;22,read/write,AE_PARKSPERRE_POSITIONEN,Writing the parking lock positions or returning the learned parking lock positions,Schreiben der Parksperrenpositionen oder Rückgabe der angelernten Parksperrenpositionen,2,2,,,"eme_i01.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7B,22,read,AE_PARKSPERRE_STROM,Current parking lock actuator current,Aktueller Strom Parksperrenaktuator,1,0,unsigned int,A,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7C,22,read,AE_PARKSPERRE_SPANNUNGEN,Parking lock tension,Spannungen der Parksperre,2,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7D,22,read,AE_ROHSIG_AUSGANG,Raw signals output pins,Rohsignale Ausgangspins,4,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7E,22,read,AE_ROHSIG_EINGANG_SENS_ELUP_BUDS,"Raw signals output pins sensors ELUP, BUDS","Rohsignale Ausgangspins Sensoren ELUP, BUDS",2,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE7F,22,read,AE_ROHSIG_EINGANG_SENS_EM_INV,Raw signals sensors / inputs for e-machines / converters,Rohsignale Sensoren/Eingänge für E-Maschine/Umrichter,10,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE80,22,read,AE_ROHSIG_EINGANG_SENS_PARKSPERRE,Raw signals sensors / inputs parking lock,Rohsignale Sensoren/Eingänge Parksperre,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE81,22,read,AE_ROHSIG_EINGANG_SENS_SG,Raw signals sensors / inputs control unit,Rohsignale Sensoren/Eingänge Steuergerät,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE82,22,read,AE_ROHSIG_EINGANG_SENS_SLE,Raw signals sensors / inputs SLE,Rohsignale Sensoren/Eingänge SLE,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE83,22,read,AE_ROHSIG_EINGANG_SENS_DCDC,Raw signals sensors / inputs DC / DC converter,Rohsignale Sensoren/Eingänge DC/DC Wandler,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE84,22,read,AE_BETRIEBSZUSTAND_SLE,Operating modes SLE,Betriebsarten SLE,6,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE85,22,read,AE_SLE_LEISTUNG,Power values intermediate circuit of the SLE,Leistungswerte Zwischenkreis der SLE,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EME,Drive inverter + DC/DC,0x1A,0xDE86,22,read,AE_SLE_SPANNUNG,AC and DC voltages SLE,AC und DC Spannungen SLE,3,0,,,"eme_i01.prg (OVMS dump, GPL-3.0) | eme_i01.prg rev 0.540 (2012)",
